,0,1,2,3,4,5,6,7
335,125.0,2.5,2.0,2.0,4.0,2.5,16.0,0.066096
336,125.0,2.5,2.0,2.0,4.0,2.5,16.0,0.132192
337,125.0,2.5,2.0,2.0,4.0,2.5,16.0,0.264384
338,125.0,2.5,2.0,2.0,4.0,2.5,16.0,0.528768
339,125.0,2.5,2.0,2.0,4.0,2.5,16.0,1.057536
340,125.0,2.5,2.0,2.0,4.0,2.5,19.0,0.066096
341,125.0,2.5,2.0,2.0,4.0,2.5,19.0,0.132192
342,125.0,2.5,2.0,2.0,4.0,2.5,19.0,0.264384
343,125.0,2.5,2.0,2.0,4.0,2.5,19.0,0.528768
344,125.0,2.5,2.0,2.0,4.0,2.5,19.0,1.057536
345,125.0,2.5,2.0,2.0,4.0,2.5,22.0,0.066096
346,125.0,2.5,2.0,2.0,4.0,2.5,22.0,0.132192
347,125.0,2.5,2.0,2.0,4.0,2.5,22.0,0.264384
348,125.0,2.5,2.0,2.0,4.0,2.5,22.0,0.528768
349,125.0,2.5,2.0,2.0,4.0,2.5,22.0,1.057536
350,125.0,3.0,3.0,2.5,2.0,3.0,10.0,0.066096
351,125.0,3.0,3.0,2.5,2.0,3.0,10.0,0.132192
352,125.0,3.0,3.0,2.5,2.0,3.0,10.0,0.264384
353,125.0,3.0,3.0,2.5,2.0,3.0,10.0,0.528768
354,125.0,3.0,3.0,2.5,2.0,3.0,10.0,1.057536
355,125.0,3.0,3.0,2.5,2.0,3.0,13.0,0.066096
356,125.0,3.0,3.0,2.5,2.0,3.0,13.0,0.132192
357,125.0,3.0,3.0,2.5,2.0,3.0,13.0,0.264384
358,125.0,3.0,3.0,2.5,2.0,3.0,13.0,0.528768
359,125.0,3.0,3.0,2.5,2.0,3.0,13.0,1.057536
360,125.0,3.0,3.0,2.5,2.0,3.0,16.0,0.066096
361,125.0,3.0,3.0,2.5,2.0,3.0,16.0,0.132192
362,125.0,3.0,3.0,2.5,2.0,3.0,16.0,0.264384
363,125.0,3.0,3.0,2.5,2.0,3.0,16.0,0.528768
364,125.0,3.0,3.0,2.5,2.0,3.0,16.0,1.057536
365,125.0,3.0,3.0,2.5,2.0,3.0,19.0,0.066096
366,125.0,3.0,3.0,2.5,2.0,3.0,19.0,0.132192
367,125.0,3.0,3.0,2.5,2.0,3.0,19.0,0.264384
368,125.0,3.0,3.0,2.5,2.0,3.0,19.0,0.528768
369,125.0,3.0,3.0,2.5,2.0,3.0,19.0,1.057536
370,125.0,3.0,3.0,2.5,2.0,3.0,22.0,0.066096
371,125.0,3.0,3.0,2.5,2.0,3.0,22.0,0.132192
372,125.0,3.0,3.0,2.5,2.0,3.0,22.0,0.264384
373,125.0,3.0,3.0,2.5,2.0,3.0,22.0,0.528768
374,125.0,3.0,3.0,2.5,2.0,3.0,22.0,1.057536
375,150.0,1.0,5.0,1.5,4.0,3.0,10.0,0.066096
376,150.0,1.0,5.0,1.5,4.0,3.0,10.0,0.132192
377,150.0,1.0,5.0,1.5,4.0,3.0,10.0,0.264384
378,150.0,1.0,5.0,1.5,4.0,3.0,10.0,0.528768
379,150.0,1.0,5.0,1.5,4.0,3.0,10.0,1.057536
380,150.0,1.0,5.0,1.5,4.0,3.0,13.0,0.066096
381,150.0,1.0,5.0,1.5,4.0,3.0,13.0,0.132192
382,150.0,1.0,5.0,1.5,4.0,3.0,13.0,0.264384
383,150.0,1.0,5.0,1.5,4.0,3.0,13.0,0.528768
384,150.0,1.0,5.0,1.5,4.0,3.0,13.0,1.057536
385,150.0,1.0,5.0,1.5,4.0,3.0,16.0,0.066096
386,150.0,1.0,5.0,1.5,4.0,3.0,16.0,0.132192
387,150.0,1.0,5.0,1.5,4.0,3.0,16.0,0.264384
388,150.0,1.0,5.0,1.5,4.0,3.0,16.0,0.528768
389,150.0,1.0,5.0,1.5,4.0,3.0,16.0,1.057536
390,150.0,1.0,5.0,1.5,4.0,3.0,19.0,0.066096
391,150.0,1.0,5.0,1.5,4.0,3.0,19.0,0.132192
392,150.0,1.0,5.0,1.5,4.0,3.0,19.0,0.264384
393,150.0,1.0,5.0,1.5,4.0,3.0,19.0,0.528768
394,150.0,1.0,5.0,1.5,4.0,3.0,19.0,1.057536
395,150.0,1.0,5.0,1.5,4.0,3.0,22.0,0.066096
396,150.0,1.0,5.0,1.5,4.0,3.0,22.0,0.132192
397,150.0,1.0,5.0,1.5,4.0,3.0,22.0,0.264384
398,150.0,1.0,5.0,1.5,4.0,3.0,22.0,0.528768
399,150.0,1.0,5.0,1.5,4.0,3.0,22.0,1.057536
400,150.0,1.5,6.0,2.0,2.0,3.5,10.0,0.066096
401,150.0,1.5,6.0,2.0,2.0,3.5,10.0,0.132192
402,150.0,1.5,6.0,2.0,2.0,3.5,10.0,0.264384
403,150.0,1.5,6.0,2.0,2.0,3.5,10.0,0.528768
404,150.0,1.5,6.0,2.0,2.0,3.5,10.0,1.057536
405,150.0,1.5,6.0,2.0,2.0,3.5,13.0,0.066096
406,150.0,1.5,6.0,2.0,2.0,3.5,13.0,0.132192
407,150.0,1.5,6.0,2.0,2.0,3.5,13.0,0.264384
408,150.0,1.5,6.0,2.0,2.0,3.5,13.0,0.528768
409,150.0,1.5,6.0,2.0,2.0,3.5,13.0,1.057536
410,150.0,1.5,6.0,2.0,2.0,3.5,16.0,0.066096
411,150.0,1.5,6.0,2.0,2.0,3.5,16.0,0.132192
412,150.0,1.5,6.0,2.0,2.0,3.5,16.0,0.264384
413,150.0,1.5,6.0,2.0,2.0,3.5,16.0,0.528768
414,150.0,1.5,6.0,2.0,2.0,3.5,16.0,1.057536
415,150.0,1.5,6.0,2.0,2.0,3.5,19.0,0.066096
416,150.0,1.5,6.0,2.0,2.0,3.5,19.0,0.132192
417,150.0,1.5,6.0,2.0,2.0,3.5,19.0,0.264384
418,150.0,1.5,6.0,2.0,2.0,3.5,19.0,0.528768
419,150.0,1.5,6.0,2.0,2.0,3.5,19.0,1.057536
420,150.0,1.5,6.0,2.0,2.0,3.5,22.0,0.066096
421,150.0,1.5,6.0,2.0,2.0,3.5,22.0,0.132192
422,150.0,1.5,6.0,2.0,2.0,3.5,22.0,0.264384
423,150.0,1.5,6.0,2.0,2.0,3.5,22.0,0.528768
424,150.0,1.5,6.0,2.0,2.0,3.5,22.0,1.057536
425,150.0,2.0,2.0,2.5,2.5,4.0,10.0,0.066096
426,150.0,2.0,2.0,2.5,2.5,4.0,10.0,0.132192
427,150.0,2.0,2.0,2.5,2.5,4.0,10.0,0.264384
428,150.0,2.0,2.0,2.5,2.5,4.0,10.0,0.528768
429,150.0,2.0,2.0,2.5,2.5,4.0,10.0,1.057536
430,150.0,2.0,2.0,2.5,2.5,4.0,13.0,0.066096
431,150.0,2.0,2.0,2.5,2.5,4.0,13.0,0.132192
432,150.0,2.0,2.0,2.5,2.5,4.0,13.0,0.264384
433,150.0,2.0,2.0,2.5,2.5,4.0,13.0,0.528768
434,150.0,2.0,2.0,2.5,2.5,4.0,13.0,1.057536
435,150.0,2.0,2.0,2.5,2.5,4.0,16.0,0.066096
436,150.0,2.0,2.0,2.5,2.5,4.0,16.0,0.132192
437,150.0,2.0,2.0,2.5,2.5,4.0,16.0,0.264384
438,150.0,2.0,2.0,2.5,2.5,4.0,16.0,0.528768
439,150.0,2.0,2.0,2.5,2.5,4.0,16.0,1.057536
440,150.0,2.0,2.0,2.5,2.5,4.0,19.0,0.066096
441,150.0,2.0,2.0,2.5,2.5,4.0,19.0,0.132192
442,150.0,2.0,2.0,2.5,2.5,4.0,19.0,0.264384
443,150.0,2.0,2.0,2.5,2.5,4.0,19.0,0.528768
444,150.0,2.0,2.0,2.5,2.5,4.0,19.0,1.057536
445,150.0,2.0,2.0,2.5,2.5,4.0,22.0,0.066096
446,150.0,2.0,2.0,2.5,2.5,4.0,22.0,0.132192
447,150.0,2.0,2.0,2.5,2.5,4.0,22.0,0.264384
448,150.0,2.0,2.0,2.5,2.5,4.0,22.0,0.528768
449,150.0,2.0,2.0,2.5,2.5,4.0,22.0,1.057536
450,150.0,2.5,3.0,3.0,3.0,2.0,10.0,0.066096
451,150.0,2.5,3.0,3.0,3.0,2.0,10.0,0.132192
452,150.0,2.5,3.0,3.0,3.0,2.0,10.0,0.264384
453,150.0,2.5,3.0,3.0,3.0,2.0,10.0,0.528768
454,150.0,2.5,3.0,3.0,3.0,2.0,10.0,1.057536
455,150.0,2.5,3.0,3.0,3.0,2.0,13.0,0.066096
456,150.0,2.5,3.0,3.0,3.0,2.0,13.0,0.132192
457,150.0,2.5,3.0,3.0,3.0,2.0,13.0,0.264384
458,150.0,2.5,3.0,3.0,3.0,2.0,13.0,0.528768
459,150.0,2.5,3.0,3.0,3.0,2.0,13.0,1.057536
460,150.0,2.5,3.0,3.0,3.0,2.0,16.0,0.066096
461,150.0,2.5,3.0,3.0,3.0,2.0,16.0,0.132192
462,150.0,2.5,3.0,3.0,3.0,2.0,16.0,0.264384
463,150.0,2.5,3.0,3.0,3.0,2.0,16.0,0.528768
464,150.0,2.5,3.0,3.0,3.0,2.0,16.0,1.057536
465,150.0,2.5,3.0,3.0,3.0,2.0,19.0,0.066096
466,150.0,2.5,3.0,3.0,3.0,2.0,19.0,0.132192
467,150.0,2.5,3.0,3.0,3.0,2.0,19.0,0.264384
468,150.0,2.5,3.0,3.0,3.0,2.0,19.0,0.528768
469,150.0,2.5,3.0,3.0,3.0,2.0,19.0,1.057536
470,150.0,2.5,3.0,3.0,3.0,2.0,22.0,0.066096
471,150.0,2.5,3.0,3.0,3.0,2.0,22.0,0.132192
472,150.0,2.5,3.0,3.0,3.0,2.0,22.0,0.264384
473,150.0,2.5,3.0,3.0,3.0,2.0,22.0,0.528768
474,150.0,2.5,3.0,3.0,3.0,2.0,22.0,1.057536
475,150.0,3.0,4.0,1.0,3.5,2.5,10.0,0.066096
476,150.0,3.0,4.0,1.0,3.5,2.5,10.0,0.132192
477,150.0,3.0,4.0,1.0,3.5,2.5,10.0,0.264384
478,150.0,3.0,4.0,1.0,3.5,2.5,10.0,0.528768
479,150.0,3.0,4.0,1.0,3.5,2.5,10.0,1.057536
480,150.0,3.0,4.0,1.0,3.5,2.5,13.0,0.066096
481,150.0,3.0,4.0,1.0,3.5,2.5,13.0,0.132192
482,150.0,3.0,4.0,1.0,3.5,2.5,13.0,0.264384
483,150.0,3.0,4.0,1.0,3.5,2.5,13.0,0.528768
484,150.0,3.0,4.0,1.0,3.5,2.5,13.0,1.057536
485,150.0,3.0,4.0,1.0,3.5,2.5,16.0,0.066096
486,150.0,3.0,4.0,1.0,3.5,2.5,16.0,0.132192
487,150.0,3.0,4.0,1.0,3.5,2.5,16.0,0.264384
488,150.0,3.0,4.0,1.0,3.5,2.5,16.0,0.528768
489,150.0,3.0,4.0,1.0,3.5,2.5,16.0,1.057536
490,150.0,3.0,4.0,1.0,3.5,2.5,19.0,0.066096
491,150.0,3.0,4.0,1.0,3.5,2.5,19.0,0.132192
492,150.0,3.0,4.0,1.0,3.5,2.5,19.0,0.264384
493,150.0,3.0,4.0,1.0,3.5,2.5,19.0,0.528768
494,150.0,3.0,4.0,1.0,3.5,2.5,19.0,1.057536
495,150.0,3.0,4.0,1.0,3.5,2.5,22.0,0.066096
496,150.0,3.0,4.0,1.0,3.5,2.5,22.0,0.132192
497,150.0,3.0,4.0,1.0,3.5,2.5,22.0,0.264384
498,150.0,3.0,4.0,1.0,3.5,2.5,22.0,0.528768
499,150.0,3.0,4.0,1.0,3.5,2.5,22.0,1.057536
500,175.0,1.0,6.0,2.5,3.0,2.5,10.0,0.066096
501,175.0,1.0,6.0,2.5,3.0,2.5,10.0,0.132192
502,175.0,1.0,6.0,2.5,3.0,2.5,10.0,0.264384
503,175.0,1.0,6.0,2.5,3.0,2.5,10.0,0.528768
504,175.0,1.0,6.0,2.5,3.0,2.5,10.0,1.057536
505,175.0,1.0,6.0,2.5,3.0,2.5,13.0,0.066096
506,175.0,1.0,6.0,2.5,3.0,2.5,13.0,0.132192
507,175.0,1.0,6.0,2.5,3.0,2.5,13.0,0.264384
508,175.0,1.0,6.0,2.5,3.0,2.5,13.0,0.528768
509,175.0,1.0,6.0,2.5,3.0,2.5,13.0,1.057536
510,175.0,1.0,6.0,2.5,3.0,2.5,16.0,0.066096
511,175.0,1.0,6.0,2.5,3.0,2.5,16.0,0.132192
512,175.0,1.0,6.0,2.5,3.0,2.5,16.0,0.264384
513,175.0,1.0,6.0,2.5,3.0,2.5,16.0,0.528768
514,175.0,1.0,6.0,2.5,3.0,2.5,16.0,1.057536
515,175.0,1.0,6.0,2.5,3.0,2.5,19.0,0.066096
516,175.0,1.0,6.0,2.5,3.0,2.5,19.0,0.132192
517,175.0,1.0,6.0,2.5,3.0,2.5,19.0,0.264384
518,175.0,1.0,6.0,2.5,3.0,2.5,19.0,0.528768
519,175.0,1.0,6.0,2.5,3.0,2.5,19.0,1.057536
520,175.0,1.0,6.0,2.5,3.0,2.5,22.0,0.066096
521,175.0,1.0,6.0,2.5,3.0,2.5,22.0,0.132192
522,175.0,1.0,6.0,2.5,3.0,2.5,22.0,0.264384
523,175.0,1.0,6.0,2.5,3.0,2.5,22.0,0.528768
524,175.0,1.0,6.0,2.5,3.0,2.5,22.0,1.057536
525,175.0,1.5,2.0,3.0,3.5,3.0,10.0,0.066096
526,175.0,1.5,2.0,3.0,3.5,3.0,10.0,0.132192
527,175.0,1.5,2.0,3.0,3.5,3.0,10.0,0.264384
528,175.0,1.5,2.0,3.0,3.5,3.0,10.0,0.528768
529,175.0,1.5,2.0,3.0,3.5,3.0,10.0,1.057536
530,175.0,1.5,2.0,3.0,3.5,3.0,13.0,0.066096
531,175.0,1.5,2.0,3.0,3.5,3.0,13.0,0.132192
532,175.0,1.5,2.0,3.0,3.5,3.0,13.0,0.264384
533,175.0,1.5,2.0,3.0,3.5,3.0,13.0,0.528768
534,175.0,1.5,2.0,3.0,3.5,3.0,13.0,1.057536
535,175.0,1.5,2.0,3.0,3.5,3.0,16.0,0.066096
536,175.0,1.5,2.0,3.0,3.5,3.0,16.0,0.132192
537,175.0,1.5,2.0,3.0,3.5,3.0,16.0,0.264384
538,175.0,1.5,2.0,3.0,3.5,3.0,16.0,0.528768
539,175.0,1.5,2.0,3.0,3.5,3.0,16.0,1.057536
540,175.0,1.5,2.0,3.0,3.5,3.0,19.0,0.066096
541,175.0,1.5,2.0,3.0,3.5,3.0,19.0,0.132192
542,175.0,1.5,2.0,3.0,3.5,3.0,19.0,0.264384
543,175.0,1.5,2.0,3.0,3.5,3.0,19.0,0.528768
544,175.0,1.5,2.0,3.0,3.5,3.0,19.0,1.057536
545,175.0,1.5,2.0,3.0,3.5,3.0,22.0,0.066096
546,175.0,1.5,2.0,3.0,3.5,3.0,22.0,0.132192
547,175.0,1.5,2.0,3.0,3.5,3.0,22.0,0.264384
548,175.0,1.5,2.0,3.0,3.5,3.0,22.0,0.528768
549,175.0,1.5,2.0,3.0,3.5,3.0,22.0,1.057536
550,175.0,2.0,3.0,1.0,4.0,3.5,10.0,0.066096
551,175.0,2.0,3.0,1.0,4.0,3.5,10.0,0.132192
552,175.0,2.0,3.0,1.0,4.0,3.5,10.0,0.264384
553,175.0,2.0,3.0,1.0,4.0,3.5,10.0,0.528768
554,175.0,2.0,3.0,1.0,4.0,3.5,10.0,1.057536
555,175.0,2.0,3.0,1.0,4.0,3.5,13.0,0.066096
556,175.0,2.0,3.0,1.0,4.0,3.5,13.0,0.132192
557,175.0,2.0,3.0,1.0,4.0,3.5,13.0,0.264384
558,175.0,2.0,3.0,1.0,4.0,3.5,13.0,0.528768
559,175.0,2.0,3.0,1.0,4.0,3.5,13.0,1.057536
560,175.0,2.0,3.0,1.0,4.0,3.5,16.0,0.066096
561,175.0,2.0,3.0,1.0,4.0,3.5,16.0,0.132192
562,175.0,2.0,3.0,1.0,4.0,3.5,16.0,0.264384
563,175.0,2.0,3.0,1.0,4.0,3.5,16.0,0.528768
564,175.0,2.0,3.0,1.0,4.0,3.5,16.0,1.057536
565,175.0,2.0,3.0,1.0,4.0,3.5,19.0,0.066096
566,175.0,2.0,3.0,1.0,4.0,3.5,19.0,0.132192
567,175.0,2.0,3.0,1.0,4.0,3.5,19.0,0.264384
568,175.0,2.0,3.0,1.0,4.0,3.5,19.0,0.528768
569,175.0,2.0,3.0,1.0,4.0,3.5,19.0,1.057536
570,175.0,2.0,3.0,1.0,4.0,3.5,22.0,0.066096
571,175.0,2.0,3.0,1.0,4.0,3.5,22.0,0.132192
572,175.0,2.0,3.0,1.0,4.0,3.5,22.0,0.264384
573,175.0,2.0,3.0,1.0,4.0,3.5,22.0,0.528768
574,175.0,2.0,3.0,1.0,4.0,3.5,22.0,1.057536
575,175.0,2.5,4.0,1.5,2.0,4.0,10.0,0.066096
576,175.0,2.5,4.0,1.5,2.0,4.0,10.0,0.132192
577,175.0,2.5,4.0,1.5,2.0,4.0,10.0,0.264384
578,175.0,2.5,4.0,1.5,2.0,4.0,10.0,0.528768
579,175.0,2.5,4.0,1.5,2.0,4.0,10.0,1.057536
580,175.0,2.5,4.0,1.5,2.0,4.0,13.0,0.066096
581,175.0,2.5,4.0,1.5,2.0,4.0,13.0,0.132192
582,175.0,2.5,4.0,1.5,2.0,4.0,13.0,0.264384
583,175.0,2.5,4.0,1.5,2.0,4.0,13.0,0.528768
584,175.0,2.5,4.0,1.5,2.0,4.0,13.0,1.057536
585,175.0,2.5,4.0,1.5,2.0,4.0,16.0,0.066096
586,175.0,2.5,4.0,1.5,2.0,4.0,16.0,0.132192
587,175.0,2.5,4.0,1.5,2.0,4.0,16.0,0.264384
588,175.0,2.5,4.0,1.5,2.0,4.0,16.0,0.528768
589,175.0,2.5,4.0,1.5,2.0,4.0,16.0,1.057536
590,175.0,2.5,4.0,1.5,2.0,4.0,19.0,0.066096
591,175.0,2.5,4.0,1.5,2.0,4.0,19.0,0.132192
592,175.0,2.5,4.0,1.5,2.0,4.0,19.0,0.264384
593,175.0,2.5,4.0,1.5,2.0,4.0,19.0,0.528768
594,175.0,2.5,4.0,1.5,2.0,4.0,19.0,1.057536
595,175.0,2.5,4.0,1.5,2.0,4.0,22.0,0.066096
596,175.0,2.5,4.0,1.5,2.0,4.0,22.0,0.132192
597,175.0,2.5,4.0,1.5,2.0,4.0,22.0,0.264384
598,175.0,2.5,4.0,1.5,2.0,4.0,22.0,0.528768
599,175.0,2.5,4.0,1.5,2.0,4.0,22.0,1.057536
600,175.0,3.0,5.0,2.0,2.5,2.0,10.0,0.066096
601,175.0,3.0,5.0,2.0,2.5,2.0,10.0,0.132192
602,175.0,3.0,5.0,2.0,2.5,2.0,10.0,0.264384
603,175.0,3.0,5.0,2.0,2.5,2.0,10.0,0.528768
604,175.0,3.0,5.0,2.0,2.5,2.0,10.0,1.057536
605,175.0,3.0,5.0,2.0,2.5,2.0,13.0,0.066096
606,175.0,3.0,5.0,2.0,2.5,2.0,13.0,0.132192
607,175.0,3.0,5.0,2.0,2.5,2.0,13.0,0.264384
608,175.0,3.0,5.0,2.0,2.5,2.0,13.0,0.528768
609,175.0,3.0,5.0,2.0,2.5,2.0,13.0,1.057536
610,175.0,3.0,5.0,2.0,2.5,2.0,16.0,0.066096
611,175.0,3.0,5.0,2.0,2.5,2.0,16.0,0.132192
612,175.0,3.0,5.0,2.0,2.5,2.0,16.0,0.264384
613,175.0,3.0,5.0,2.0,2.5,2.0,16.0,0.528768
614,175.0,3.0,5.0,2.0,2.5,2.0,16.0,1.057536
615,175.0,3.0,5.0,2.0,2.5,2.0,19.0,0.066096
616,175.0,3.0,5.0,2.0,2.5,2.0,19.0,0.132192
617,175.0,3.0,5.0,2.0,2.5,2.0,19.0,0.264384
618,175.0,3.0,5.0,2.0,2.5,2.0,19.0,0.528768
619,175.0,3.0,5.0,2.0,2.5,2.0,19.0,1.057536
620,175.0,3.0,5.0,2.0,2.5,2.0,22.0,0.066096
621,175.0,3.0,5.0,2.0,2.5,2.0,22.0,0.132192
622,175.0,3.0,5.0,2.0,2.5,2.0,22.0,0.264384
623,175.0,3.0,5.0,2.0,2.5,2.0,22.0,0.528768
624,175.0,3.0,5.0,2.0,2.5,2.0,22.0,1.057536
625,75.0,1.0,2.0,1.0,2.0,2.0,10.0,0.033048
626,75.0,1.0,2.0,1.0,2.0,2.0,13.0,0.033048
627,75.0,1.0,2.0,1.0,2.0,2.0,16.0,0.033048
628,75.0,1.0,2.0,1.0,2.0,2.0,19.0,0.033048
629,75.0,1.0,2.0,1.0,2.0,2.0,22.0,0.033048
630,75.0,1.5,3.0,1.5,2.5,2.5,10.0,0.033048
631,75.0,1.5,3.0,1.5,2.5,2.5,13.0,0.033048
632,75.0,1.5,3.0,1.5,2.5,2.5,16.0,0.033048
633,75.0,1.5,3.0,1.5,2.5,2.5,19.0,0.033048
634,75.0,1.5,3.0,1.5,2.5,2.5,22.0,0.033048
635,75.0,2.0,4.0,2.0,3.0,3.0,10.0,0.033048
636,75.0,2.0,4.0,2.0,3.0,3.0,13.0,0.033048
637,75.0,2.0,4.0,2.0,3.0,3.0,16.0,0.033048
638,75.0,2.0,4.0,2.0,3.0,3.0,19.0,0.033048
639,75.0,2.0,4.0,2.0,3.0,3.0,22.0,0.033048
640,75.0,2.5,5.0,2.5,3.5,3.5,10.0,0.033048
641,75.0,2.5,5.0,2.5,3.5,3.5,13.0,0.033048
642,75.0,2.5,5.0,2.5,3.5,3.5,16.0,0.033048
643,75.0,2.5,5.0,2.5,3.5,3.5,19.0,0.033048
644,75.0,2.5,5.0,2.5,3.5,3.5,22.0,0.033048
645,75.0,3.0,6.0,3.0,4.0,4.0,10.0,0.033048
646,75.0,3.0,6.0,3.0,4.0,4.0,13.0,0.033048
647,75.0,3.0,6.0,3.0,4.0,4.0,16.0,0.033048
648,75.0,3.0,6.0,3.0,4.0,4.0,19.0,0.033048
649,75.0,3.0,6.0,3.0,4.0,4.0,22.0,0.033048
650,100.0,1.0,3.0,2.0,3.5,4.0,10.0,0.033048
651,100.0,1.0,3.0,2.0,3.5,4.0,13.0,0.033048
652,100.0,1.0,3.0,2.0,3.5,4.0,16.0,0.033048
653,100.0,1.0,3.0,2.0,3.5,4.0,19.0,0.033048
654,100.0,1.0,3.0,2.0,3.5,4.0,22.0,0.033048
655,100.0,1.5,4.0,2.5,4.0,2.0,10.0,0.033048
656,100.0,1.5,4.0,2.5,4.0,2.0,13.0,0.033048
657,100.0,1.5,4.0,2.5,4.0,2.0,16.0,0.033048
658,100.0,1.5,4.0,2.5,4.0,2.0,19.0,0.033048
659,100.0,1.5,4.0,2.5,4.0,2.0,22.0,0.033048
660,100.0,2.0,5.0,3.0,2.0,2.5,10.0,0.033048
661,100.0,2.0,5.0,3.0,2.0,2.5,13.0,0.033048
662,100.0,2.0,5.0,3.0,2.0,2.5,16.0,0.033048
663,100.0,2.0,5.0,3.0,2.0,2.5,19.0,0.033048
664,100.0,2.0,5.0,3.0,2.0,2.5,22.0,0.033048
665,100.0,2.5,6.0,1.0,2.5,3.0,10.0,0.033048
